bbl,exemptions,registered_stabilized_apts,pluto_apts,estimated_gross_income,estimated_expenses
3030630009,421a (25 yr not cap,,3,,
3001930050,421a (15 yr not cap),46,46,638684,202756
3002500030,421a (15 yr not cap),191,186,5.30173e+06,1.70942e+06
3002690016,421a (15 yr not cap),69,68,1.18866e+06,422616
3030970115,421a (25 yr not cap,,4,,
3030970116,421a (25 yr not cap,,4,,
3030970117,421a (25 yr not cap,,4,,
3030970118,421a (25 yr not cap,,4,,
3003090035,421a (25 yr not cap,,12,147283,103564
3031570017,421a (25 yr not cap,,3,,
3031710058,421a (15 yr not cap),,8,,
3031710066,421a (25 yr not cap,,3,,
3031840060,421a (25 yr not cap,,36,,
3032040024,421a (25 yr not cap,,23,,
3032050032,421a (25 yr not cap,,3,,
3032050033,421a (25 yr not cap,,3,,
3032050133,421a (25 yr not cap,,3,,
3026240001,421a (15 yr not cap),,5,,
3026240002,421a (15 yr not cap),,5,,
3026250148,421a (15 yr not cap),,4,,
3027910111,421a (25 yr not cap,,3,,
2047370107,421a (15 yr not cap),,4,74228,
2047370108,421a (15 yr not cap),,4,72629,
2047620081,421a (15 yr not cap),,7,80000,
2047620082,421a (15 yr not cap),,7,80000,
2048190005,421a (25 yr not cap,10,10,100000,
2048190006,421a (25 yr not cap,10,10,100000,
2048270078,421a (25 yr not cap,10,10,75744,
2048270080,421a (25 yr not cap,10,10,93136,
2048270081,421a (25 yr not cap,10,10,75744,
2048320061,421a (15 yr not cap),,8,48000,
2048340044,421a (25 yr not cap,10,10,79623,
2048340046,421a (25 yr not cap,10,10,0,
2048340079,421a (25 yr not cap,,10,0,
2048340081,421a (25 yr not cap,10,10,0,
2048340083,421a (25 yr not cap,10,10,0,
2050430009,421a (15 yr not cap),6,6,147821,
2053360011,421a (15 yr not cap),,4,69768,
2054790048,421a (15 yr not cap),,8,116064,
2057230088,421a (15 yr not cap),,10,174960,
2057920449,421a (15 yr not cap),,9,206927,
3001210012,421a (15 yr not cap),,7,213567,
3001770002,421a (15 yr not cap),,4,110025,
3001780036,421a (15 yr not cap),8,8,126908,
3001830030,421a (15 yr not cap),6,6,161585,
3001980024,421a (15 yr not cap),,8,0,
3002260030,421a (15 yr not cap),9,9,179209,
3003090022,421a (25 yr not cap,8,8,240000,
3003470048,421a (25 yr not cap,,4,42228,
3003470049,421a (25 yr not cap,,4,0,
3032490130,421a (15 yr not cap),,4,,
3032520047,421a (25 yr not cap,,3,,
3032520048,421a (25 yr not cap,,3,,
3032520049,421a (25 yr not cap,,3,,
3032520050,421a (25 yr not cap,,3,,
3032540001,421a (25 yr not cap,,3,,
3032540078,421a (25 yr not cap,,3,,
3003490031,421a (15 yr not cap),6,6,23500,5675
3032550011,421a (25 yr not cap,,3,,
3032550012,421a (25 yr not cap,,3,,
3032550022,421a (25 yr not cap,,3,,
3032550023,421a (25 yr not cap,,3,,
3032550025,421a (25 yr not cap,,3,,
3032550032,421a (25 yr not cap,,3,,
3032550033,421a (25 yr not cap,,3,,
3032550034,421a (25 yr not cap,,3,,
3032550134,421a (25 yr not cap,,3,,
3032570006,421a (25 yr not cap,,3,,
3032570007,421a (25 yr not cap,,3,,
3032570008,421a (25 yr not cap,,3,,
3032570009,421a (25 yr not cap,,3,,
3032570109,421a (25 yr not cap,,3,,
3032810046,421a (25 yr not cap,,4,,
3032830009,421a (25 yr not cap,,0,,
3032830057,421a (25 yr not cap,,3,,
3032840025,421a (25 yr not cap,,3,,
3032840034,421a (25 yr not cap,,3,,
3032850059,421a (25 yr not cap,,3,,
3003760021,421a (15 yr not cap),20,20,704524,261724
3003760023,421a (15 yr not cap),,22,543601,188329
3003810041,421a (15 yr not cap),,10,655928,235629
3033050033,421a (25 yr not cap,,3,,
3003890005,421a (15 yr not cap),84,84,63494,23166
3028290045,421a (15 yr not cap),,1,,
3028290046,421a (15 yr not cap),,1,,
3028290050,421a (15 yr not cap),,30,,
3028330019,421a (15 yr not cap),,3,,
3028330020,421a (15 yr not cap),,3,,
3028750023,421a (25 yr not cap,,3,,
3028750025,421a (25 yr not cap,,3,,
3028750026,421a (25 yr not cap,,3,,
3028750028,421a (25 yr not cap,,3,,
3028840003,421a (15 yr not cap),,15,,
3028930020,421a (25 yr not cap,,3,,
3028930021,421a (25 yr not cap,,3,,
3028930022,421a (25 yr not cap,,3,,
3028930023,421a (25 yr not cap,,3,,
3028930024,421a (25 yr not cap,,3,,
3028930050,421a (25 yr not cap,,3,,
3028930051,421a (25 yr not cap,,3,,
3028930052,421a (25 yr not cap,,3,,
3028930153,421a (25 yr not cap,,3,,
3029070122,421a (15 yr not cap),,3,,
3029070123,421a (15 yr not cap),,3,,
3029070124,421a (15 yr not cap),,3,,
3029070125,421a (15 yr not cap),,3,,
3029070126,421a (15 yr not cap),,3,,
3029070127,421a (15 yr not cap),,3,,
3029070128,421a (15 yr not cap),,3,,
3029070129,421a (15 yr not cap),,3,,
3032350012,421a (25 yr not cap,,3,,
3032380045,421a (25 yr not cap,,3,,
3032380046,421a (25 yr not cap,,3,,
3032410003,421a (25 yr not cap,,3,,
3032410004,421a (25 yr not cap,,3,,
3033070049,421a (25 yr not cap,,3,,
3033140058,421a (25 yr not cap,,3,,
3003910063,421a (15 yr not cap),6,6,91035,
3003910064,421a (15 yr not cap),6,6,130410,
3003910065,421a (15 yr not cap),5,6,86400,
3004780035,421a (15 yr not cap),9,9,297000,
3005340004,421a (25 yr not cap,,4,45000,
3006310078,421a (25 yr not cap,7,7,100610,
3006460016,421a (25 yr not cap,,7,74785,
3007760067,421a (25 yr not cap,,5,65852,
3008210063,421a (25 yr not cap,,8,118108,
3008370054,421a (15 yr not cap),,6,136479,
3008850047,421a (15 yr not cap),,4,104969,
3003950054,421a (15 yr not cap),29,29,395781,133377
3003950063,421a (25 yr not cap,,11,222894,92968
3004010041,421a (15 yr not cap),,49,346522,117585
3004070026,421a (15 yr not cap),56,56,887170,321025
3004590024,421a (15 yr not cap),48,48,1.46446e+06,718537
3005390014,421a (25 yr not cap,26,23,456394,131306
3005760012,421a (25 yr not cap,,20,63480,278410
3005760024,421a (25 yr not cap,,20,47119,283391
3005800025,421a (15 yr not cap),,15,47635,12614
3005970009,421a (25 yr not cap,,20,328589,328589
3006430005,421a (15 yr not cap),13,16,464061,253302
3006490035,421a (25 yr not cap,21,21,273401,115828
3006850048,421a (25 yr not cap,,7,12965,3015
3008290020,421a (15 yr not cap),32,32,438840,196560
3008680056,421a (15 yr not cap),17,17,745875,235875
3008790013,421a (25 yr not cap,18,18,369792,88123
3008910025,421a (25 yr not cap,,8,17595,4375
3034680042,421a (25 yr not cap,,3,,
3034680043,421a (25 yr not cap,,3,,
3034680044,421a (25 yr not cap,,3,,
3035210071,421a (15 yr not cap),,4,,
3035250001,421a (25 yr not cap,,3,,
3035250003,421a (25 yr not cap,,3,,
3033170012,421a (25 yr not cap,,3,,
3033170013,421a (25 yr not cap,,3,,
3033170015,421a (25 yr not cap,,3,,
3033220019,421a (25 yr not cap,,3,,
3033310032,421a (25 yr not cap,,3,,
3033420127,421a (25 yr not cap,,3,,
3033420128,421a (25 yr not cap,,3,,
3033420129,421a (25 yr not cap,,3,,
3033500008,421a (25 yr not cap,,3,,
3033580013,421a (15 yr not cap),,2,,
3033580015,421a (15 yr not cap),,2,,
3033760034,421a (25 yr not cap,,3,,
3033760135,421a (25 yr not cap,,3,,
3033770058,421a (25 yr not cap,,3,,
3033770059,421a (25 yr not cap,,3,,
3033770060,421a (25 yr not cap,,3,,
3033840152,421a (25 yr not cap,,3,,
3034010055,421a (25 yr not cap,,3,,
3034010056,421a (25 yr not cap,,3,,
3034080018,421a (25 yr not cap,,3,,
3034080019,421a (25 yr not cap,,3,,
3034080020,421a (25 yr not cap,,3,,
3034080021,421a (25 yr not cap,,3,,
3034080057,421a (25 yr not cap,,3,,
3034100062,421a (25 yr not cap,,3,,
3034140065,421a (25 yr not cap,,3,,
3034140066,421a (25 yr not cap,,3,,
3034170043,421a (25 yr not cap,,3,,
3034210005,421a (25 yr not cap,,3,,
3034210006,421a (25 yr not cap,,3,,
3034260021,421a (25 yr not cap,,3,,
3034260037,421a (25 yr not cap,,3,,
3034260038,421a (25 yr not cap,,3,,
3034290006,421a (25 yr not cap,,3,,
3034290106,421a (25 yr not cap,,3,,
3034290107,421a (25 yr not cap,,3,,
3034290108,421a (25 yr not cap,,3,,
3034290109,421a (25 yr not cap,,3,,
3034300033,421a (25 yr not cap,,3,,
3034300133,421a (25 yr not cap,,3,,
3034300134,421a (25 yr not cap,,3,,
3034300135,421a (25 yr not cap,,3,,
3034300136,421a (25 yr not cap,,3,,
3034300137,421a (25 yr not cap,,3,,
3034300138,421a (25 yr not cap,,3,,
3034310028,421a (25 yr not cap,,3,,
3034310128,421a (25 yr not cap,,3,,
3034320042,421a (25 yr not cap,,0,,
3034330010,421a (25 yr not cap,,3,,
3034370062,421a (25 yr not cap,,3,,
3034370162,421a (25 yr not cap,,3,,
3034410120,421a (25 yr not cap,,3,,
3034510003,421a (25 yr not cap,,3,,
3034510006,421a (25 yr not cap,,3,,
3034560046,421a (25 yr not cap,,3,,
3034560146,421a (25 yr not cap,,3,,
3034560246,421a (25 yr not cap,,3,,
3035250004,421a (25 yr not cap,,3,,
3035250005,421a (25 yr not cap,,3,,
3035250006,421a (25 yr not cap,,3,,
3035250007,421a (25 yr not cap,,3,,
3035250008,421a (25 yr not cap,,3,,
3035250009,421a (25 yr not cap,,3,,
3035250115,421a (15 yr not cap),,3,,
3035250116,421a (15 yr not cap),,3,,
3035730010,421a (15 yr not cap),,3,,
3036000011,421a (15 yr not cap),,3,,
3036000012,421a (15 yr not cap),,3,,
3036020001,421a (25 yr not cap,,3,,
3036020002,421a (25 yr not cap,,3,,
3036020003,421a (25 yr not cap,,3,,
3036020004,421a (25 yr not cap,,3,,
3036020005,421a (25 yr not cap,,3,,
3036020006,421a (25 yr not cap,,3,,
3036230027,421a (25 yr not cap,,3,,
3036260045,421a (15 yr not cap),,3,,
3036390044,421a (15 yr not cap),,3,,
3036720002,421a (15 yr not cap),,3,,
3036720003,421a (15 yr not cap),,3,,
3036720004,421a (15 yr not cap),,3,,
3036720113,421a (15 yr not cap),,3,,
3036730018,421a (15 yr not cap),,3,,
3036730019,421a (15 yr not cap),,3,,
3037090131,421a (15 yr not cap),,3,,
3037090133,421a (15 yr not cap),,3,,
3037540005,421a (15 yr not cap),,3,,
3037540006,421a (15 yr not cap),,3,,
3037540007,421a (15 yr not cap),,3,,
3037540008,421a (15 yr not cap),,3,,
3037540010,421a (15 yr not cap),,3,,
3037540011,421a (15 yr not cap),,3,,
3037540111,421a (15 yr not cap),,3,,
3037890016,421a (15 yr not cap),,3,,
3038060008,421a (15 yr not cap),,3,,
3038060009,421a (15 yr not cap),,3,,
3038270026,421a (15 yr not cap),,3,,
3038270027,421a (15 yr not cap),,3,,
3038500031,421a (15 yr not cap),,3,,
3038730101,421a (15 yr not cap),,3,,
3038730102,421a (15 yr not cap),,3,,
3038730103,421a (15 yr not cap),,3,,
3038730104,421a (15 yr not cap),,3,,
3038730105,421a (15 yr not cap),,3,,
3038730106,421a (15 yr not cap),,3,,
3038730107,421a (15 yr not cap),,3,,
3008900073,421a (25 yr not cap,,5,88646,
3009150051,421a (15 yr not cap),,4,0,
3009340063,421a (25 yr not cap,,4,83983,
3009340064,421a (25 yr not cap,,4,100143,
3008990022,421a (25 yr not cap,,22,518513,181218
3009200011,421a (15 yr not cap),10,10,216630,71719
3043300022,421a (15 yr not cap),,3,,
3043300023,421a (15 yr not cap),,3,,
3043300024,421a (15 yr not cap),,3,,
3043300025,421a (15 yr not cap),,3,,
3043600002,421a (15 yr not cap),,3,,
3043600003,421a (15 yr not cap),,3,,
3043600004,421a (15 yr not cap),,3,,
3043600005,421a (15 yr not cap),,3,,
3043600006,421a (15 yr not cap),,3,,
3038730108,421a (15 yr not cap),,3,,
3038730109,421a (15 yr not cap),,3,,
3038730110,421a (15 yr not cap),,3,,
3038730111,421a (15 yr not cap),,3,,
3038730112,421a (15 yr not cap),,3,,
3038730113,421a (15 yr not cap),,3,,
3038730114,421a (15 yr not cap),,3,,
3038730115,421a (15 yr not cap),,3,,
3038730116,421a (15 yr not cap),,3,,
3038730117,421a (15 yr not cap),,3,,
3038730118,421a (15 yr not cap),,3,,
3038750030,421a (15 yr not cap),,3,,
3038750031,421a (15 yr not cap),,3,,
3039330001,421a (15 yr not cap),,3,,
3039330002,421a (15 yr not cap),,3,,
3039330102,421a (15 yr not cap),,3,,
3039460045,421a (25 yr not cap,,3,,
3039460046,421a (25 yr not cap,,3,,
3039520027,421a (25 yr not cap,,4,,
3039710033,421a (15 yr not cap),,3,,
3039710034,421a (15 yr not cap),,3,,
3039950029,421a (15 yr not cap),,3,,
3039990033,421a (15 yr not cap),,3,,
3039990034,421a (15 yr not cap),,3,,
3040070014,421a (15 yr not cap),,3,,
3040080043,421a (15 yr not cap),,3,,
3040080044,421a (15 yr not cap),,3,,
3040080045,421a (15 yr not cap),,3,,
3040160117,421a (15 yr not cap),,3,,
3040300005,421a (25 yr not cap,,3,,
3040300006,421a (25 yr not cap,,3,,
3040730049,421a (15 yr not cap),,3,,
3040730050,421a (15 yr not cap),,3,,
3040730051,421a (15 yr not cap),,3,,
3040870127,421a (15 yr not cap),,3,,
3040870128,421a (15 yr not cap),,3,,
3040870129,421a (15 yr not cap),,3,,
3040870130,421a (15 yr not cap),,3,,
3040870131,421a (15 yr not cap),,3,,
3041050191,421a (15 yr not cap),,3,,
3041050192,421a (15 yr not cap),,3,,
3041050193,421a (15 yr not cap),,3,,
3041650147,421a (15 yr not cap),,3,,
3041650148,421a (15 yr not cap),,3,,
3041670034,421a (15 yr not cap),,3,,
3041670035,421a (15 yr not cap),,3,,
3041810024,421a (15 yr not cap),,3,,
3042450011,421a (15 yr not cap),,3,,
3042550108,421a (15 yr not cap),,3,,
3042820043,421a (25 yr not cap,,3,,
3042820044,421a (25 yr not cap,,3,,
3042820046,421a (25 yr not cap,,3,,
3042830006,421a (15 yr not cap),,3,,
3042830007,421a (15 yr not cap),,3,,
3042830008,421a (15 yr not cap),,3,,
3042830009,421a (15 yr not cap),,3,,
3042830010,421a (15 yr not cap),,3,,
3043110101,421a (15 yr not cap),,3,,
3043110102,421a (15 yr not cap),,3,,
3043110103,421a (15 yr not cap),,3,,
3043110104,421a (15 yr not cap),,3,,
3043110105,421a (15 yr not cap),,3,,
3043110106,421a (15 yr not cap),,3,,
3043110107,421a (15 yr not cap),,3,,
3043110108,421a (15 yr not cap),,3,,
3043110109,421a (15 yr not cap),,3,,
3043110110,421a (15 yr not cap),,3,,
3043110111,421a (15 yr not cap),,3,,
3043300010,421a (15 yr not cap),,3,,
3043600007,421a (15 yr not cap),,3,,
3043600008,421a (15 yr not cap),,3,,
3044780048,421a (15 yr not cap),,3,,
3045650025,421a (15 yr not cap),,3,,
3045650026,421a (15 yr not cap),,3,,
3045650027,421a (15 yr not cap),,3,,
3045920044,421a (25 yr not cap,,3,,
3046070010,421a (15 yr not cap),,3,,
3046520076,421a (25 yr not cap,,3,,
3046520080,421a (25 yr not cap,,3,,
3046610050,421a (15 yr not cap),,3,,
3046910036,421a (15 yr not cap),,3,,
3046990038,421a (25 yr not cap,,3,,
3047930064,421a (15 yr not cap),,3,,
3047930065,421a (15 yr not cap),,3,,
3047930066,421a (15 yr not cap),,3,,
3047940077,421a (15 yr not cap),,3,,
3047940078,421a (15 yr not cap),,3,,
3047980065,421a (25 yr not cap,,3,,
3048000018,421a (15 yr not cap),,3,,
3048000019,421a (15 yr not cap),,3,,
3048010175,421a (15 yr not cap),,3,,
3048010176,421a (15 yr not cap),,3,,
3048020009,421a (15 yr not cap),,3,,
3048020010,421a (15 yr not cap),,3,,
3048030015,421a (25 yr not cap,,3,,
3009490065,421a (25 yr not cap,,6,0,
3009740036,421a (25 yr not cap,9,9,216630,
3009580001,421a (25 yr not cap,8,8,27400,10580
3009580007,421a (25 yr not cap,29,25,526409,248306
3009580017,421a (25 yr not cap,36,36,254300,80289
3009580018,421a (25 yr not cap,8,8,25820,4340
3009580068,421a (15 yr not cap),18,18,375755,188739
3053790042,421a (15 yr not cap),,3,,
3053790070,421a (15 yr not cap),,3,,
3053800044,421a (15 yr not cap),,3,,
3053890031,421a (25 yr not cap,,3,,
3048030031,421a (15 yr not cap),,3,,
3048030033,421a (15 yr not cap),,3,,
3048030034,421a (15 yr not cap),,3,,
3048030069,421a (15 yr not cap),,3,,
3048030070,421a (15 yr not cap),,3,,
3048030115,421a (25 yr not cap,,3,,
3048050010,421a (15 yr not cap),,3,,
3048500035,421a (25 yr not cap,,3,,
3048940158,421a (15 yr not cap),,3,,
3048940159,421a (15 yr not cap),,3,,
3049030009,421a (25 yr not cap,,3,,
3049380029,421a (25 yr not cap,,3,,
3049480020,421a (15 yr not cap),,3,,
3049480021,421a (15 yr not cap),,3,,
3049480022,421a (15 yr not cap),,3,,
3049480023,421a (15 yr not cap),,3,,
3049690018,421a (15 yr not cap),,3,,
3049690019,421a (15 yr not cap),,3,,
3049690020,421a (15 yr not cap),,3,,
3049690021,421a (15 yr not cap),,3,,
3049710054,421a (15 yr not cap),,3,,
3050000015,421a (15 yr not cap),,3,,
3050000016,421a (15 yr not cap),,3,,
3050070058,421a (25 yr not cap,,3,,
3050070059,421a (25 yr not cap,,3,,
3050390050,421a (15 yr not cap),,3,,
3050390051,421a (15 yr not cap),,3,,
3050390052,421a (15 yr not cap),,3,,
3050390159,421a (15 yr not cap),,3,,
3050390160,421a (15 yr not cap),,3,,
3050390161,421a (15 yr not cap),,3,,
3050550153,421a (15 yr not cap),,3,,
3050550155,421a (15 yr not cap),,3,,
3050550156,421a (15 yr not cap),,3,,
3050550157,421a (15 yr not cap),,3,,
3050640045,421a (25 yr not cap,,2,,
3050640046,421a (25 yr not cap,,3,,
3050900078,421a (15 yr not cap),,3,,
3050900081,421a (15 yr not cap),,2,,
3051080118,421a (15 yr not cap),,3,,
3051080119,421a (15 yr not cap),,3,,
3051080120,421a (15 yr not cap),,3,,
3051100049,421a (15 yr not cap),,3,,
3051100050,421a (15 yr not cap),,3,,
3051100051,421a (15 yr not cap),,3,,
3051100052,421a (15 yr not cap),,3,,
3051100053,421a (15 yr not cap),,3,,
3051290019,421a (15 yr not cap),,3,,
3051290020,421a (15 yr not cap),,3,,
3051290021,421a (15 yr not cap),,3,,
3051290022,421a (15 yr not cap),,3,,
3051290023,421a (15 yr not cap),,3,,
3051290024,421a (15 yr not cap),,3,,
3051300202,421a (15 yr not cap),,3,,
3051300203,421a (15 yr not cap),,3,,
3051300205,421a (15 yr not cap),,3,,
3051300206,421a (15 yr not cap),,3,,
3051300207,421a (15 yr not cap),,3,,
3051300208,421a (15 yr not cap),,3,,
3051300210,421a (15 yr not cap),,3,,
3051300216,421a (15 yr not cap),,3,,
3051300220,421a (15 yr not cap),,3,,
3051300221,421a (15 yr not cap),,3,,
3051720111,421a (15 yr not cap),,3,,
3052140071,421a (25 yr not cap,,3,,
3052140072,421a (25 yr not cap,,3,,
3052140073,421a (25 yr not cap,,3,,
3052140074,421a (25 yr not cap,,3,,
3052140075,421a (25 yr not cap,,3,,
3052140076,421a (25 yr not cap,,3,,
3052600001,421a (15 yr not cap),,3,,
3052600005,421a (15 yr not cap),,3,,
3052600007,421a (15 yr not cap),,3,,
3052600009,421a (15 yr not cap),,3,,
3052600042,421a (15 yr not cap),,3,,
3052600044,421a (15 yr not cap),,3,,
3052600046,421a (15 yr not cap),,3,,
3052600048,421a (15 yr not cap),,3,,
3052730053,421a (15 yr not cap),,3,,
3052750041,421a (15 yr not cap),,3,,
3052800059,421a (15 yr not cap),,5,,
3053890032,421a (25 yr not cap,,3,,
3053950036,421a (15 yr not cap),,3,,
3054060004,421a (15 yr not cap),,3,,
3054160103,421a (15 yr not cap),,3,,
3054190039,421a (15 yr not cap),,3,,
3054190040,421a (15 yr not cap),,3,,
3054190041,421a (15 yr not cap),,3,,
3054190141,421a (15 yr not cap),,3,,
3054230185,421a (15 yr not cap),,3,,
3054260028,421a (15 yr not cap),,3,,
3054320030,421a (15 yr not cap),,3,,
3054330001,421a (15 yr not cap),,3,,
3054340061,421a (15 yr not cap),,3,,
3054390074,421a (15 yr not cap),,3,,
3054440007,421a (15 yr not cap),,3,,
3054530034,421a (15 yr not cap),,3,,
3054550001,421a (15 yr not cap),,2,,
3054570034,421a (15 yr not cap),,3,,
3054700031,421a (15 yr not cap),,3,,
3054700131,421a (15 yr not cap),,3,,
3054720012,421a (15 yr not cap),,3,,
3054940123,421a (15 yr not cap),,3,,
3054960071,421a (15 yr not cap),,3,,
3055000064,421a (15 yr not cap),,3,,
3009970047,421a (15 yr not cap),19,19,23100,4680
3010420059,421a (25 yr not cap,16,16,216000,76500
3010470061,421a (15 yr not cap),31,31,1.67033e+06,686008
3064140021,421a (15 yr not cap),,,,
3060620054,421a (15 yr not cap),,3,,
3060620055,421a (15 yr not cap),,3,,
3060640008,421a (15 yr not cap),,3,,
3010470161,421a (15 yr not cap),31,31,982710,475817
3055020016,421a (15 yr not cap),,2,,
3055120049,421a (15 yr not cap),,3,,
3055120053,421a (15 yr not cap),,3,,
3055130070,421a (15 yr not cap),,3,,
3055320053,421a (15 yr not cap),,3,,
3055320055,421a (15 yr not cap),,3,,
3055580067,421a (15 yr not cap),,3,,
3055580068,421a (15 yr not cap),,3,,
3055580069,421a (15 yr not cap),,3,,
3055580070,421a (15 yr not cap),,3,,
3055580071,421a (15 yr not cap),,3,,
3055870072,421a (15 yr not cap),,3,,
3055910018,421a (15 yr not cap),,4,,
3055920035,421a (15 yr not cap),,3,,
3055920037,421a (15 yr not cap),,3,,
3055980064,421a (15 yr not cap),,4,,
3055980065,421a (15 yr not cap),,4,,
3056040023,421a (15 yr not cap),,3,,
3056040052,421a (15 yr not cap),,3,,
3056040053,421a (15 yr not cap),,3,,
3056110072,421a (15 yr not cap),,3,,
3056170059,421a (15 yr not cap),,4,,
3056170060,421a (15 yr not cap),,4,,
3056180036,421a (15 yr not cap),,3,,
3056210044,421a (15 yr not cap),,3,,
3056210045,421a (15 yr not cap),,3,,
3056230054,421a (15 yr not cap),,3,,
3056230154,421a (15 yr not cap),,3,,
3056270051,421a (15 yr not cap),,3,,
3056270052,421a (15 yr not cap),,3,,
3056300053,421a (15 yr not cap),,3,,
3056350062,421a (15 yr not cap),,3,,
3056370061,421a (15 yr not cap),,3,,
3056410013,421a (15 yr not cap),,3,,
3056440019,421a (25 yr not cap,,3,,
3056440020,421a (25 yr not cap,,3,,
3056700033,421a (15 yr not cap),,4,,
3056710041,421a (15 yr not cap),,3,,
3056710042,421a (15 yr not cap),,3,,
3056710043,421a (15 yr not cap),,3,,
3056710044,421a (15 yr not cap),,3,,
3056790067,421a (15 yr not cap),,3,,
3056810019,421a (15 yr not cap),,3,,
3056810020,421a (15 yr not cap),,3,,
3056810021,421a (15 yr not cap),,3,,
3056880069,421a (15 yr not cap),,5,,
3056900018,421a (15 yr not cap),,3,,
3056950031,421a (15 yr not cap),,3,,
3056950032,421a (15 yr not cap),,3,,
3056950033,421a (15 yr not cap),,3,,
3056950034,421a (15 yr not cap),,3,,
3056950035,421a (15 yr not cap),,3,,
3056950036,421a (15 yr not cap),,3,,
3056950047,421a (15 yr not cap),,3,,
3057040032,421a (15 yr not cap),,3,,
3057040035,421a (15 yr not cap),,3,,
3057050019,421a (15 yr not cap),,3,,
3057050117,421a (15 yr not cap),,3,,
3057060055,421a (15 yr not cap),,3,,
3057060163,421a (15 yr not cap),,3,,
3057060165,421a (15 yr not cap),,3,,
3057200015,421a (15 yr not cap),,3,,
3057300028,421a (15 yr not cap),,3,,
3057300067,421a (15 yr not cap),,3,,
3057300068,421a (15 yr not cap),,3,,
3057330015,421a (15 yr not cap),,5,,
3057400071,421a (15 yr not cap),,3,,
3057470024,421a (15 yr not cap),,3,,
3057470124,421a (15 yr not cap),,3,,
3057470146,421a (15 yr not cap),,3,,
3057470147,421a (15 yr not cap),,3,,
3057540030,421a (15 yr not cap),,3,,
3057540031,421a (15 yr not cap),,3,,
3057540032,421a (15 yr not cap),,3,,
3057540046,421a (15 yr not cap),,3,,
3057540056,421a (15 yr not cap),,3,,
3057550020,421a (15 yr not cap),,3,,
3057550146,421a (15 yr not cap),,3,,
3057590032,421a (15 yr not cap),,3,,
3057590033,421a (15 yr not cap),,3,,
3057600140,421a (15 yr not cap),,3,,
3057600141,421a (15 yr not cap),,3,,
3057620015,421a (15 yr not cap),,3,,
3057620016,421a (15 yr not cap),,3,,
3057620023,421a (15 yr not cap),,3,,
3057690055,421a (15 yr not cap),,3,,
3057690056,421a (15 yr not cap),,3,,
3058560036,421a (15 yr not cap),,3,,
3058560037,421a (15 yr not cap),,3,,
3059610157,421a (15 yr not cap),,3,,
3059610158,421a (15 yr not cap),,3,,
3059880013,421a (15 yr not cap),,3,,
3060620051,421a (15 yr not cap),,3,,
3060620052,421a (15 yr not cap),,3,,
3060620053,421a (15 yr not cap),,3,,
3060920007,421a (15 yr not cap),,3,,
3060920008,421a (15 yr not cap),,3,,
3060920009,421a (15 yr not cap),,3,,
3061410063,421a (15 yr not cap),,3,,
3061410064,421a (15 yr not cap),,3,,
3010490104,421a (25 yr not cap,,4,121581,
3010510033,421a (25 yr not cap,81,81,1.8434e+06,786844
3010520044,421a (25 yr not cap,18,18,35895,11000
3082130049,421a (15 yr not cap),,,,
3066550054,421a (15 yr not cap),,3,,
3066550055,421a (15 yr not cap),,3,,
3010520045,421a (25 yr not cap,,18,43360,15175
3067430022,421a (15 yr not cap),,3,,
3010530070,421a (25 yr not cap,,33,592704,209092
3067550053,421a (15 yr not cap),,4,,
3010540010,421a (15 yr not cap),27,27,993954,347884
3067640082,421a (15 yr not cap),,3,,
3011040032,421a (25 yr not cap,,27,21318,5346
3061570052,421a (15 yr not cap),,3,,
3061570053,421a (15 yr not cap),,3,,
3061600012,421a (15 yr not cap),,3,,
3061600014,421a (15 yr not cap),,3,,
3061670021,421a (15 yr not cap),,3,,
3061670022,421a (15 yr not cap),,3,,
3061730032,421a (15 yr not cap),,3,,
3061730034,421a (15 yr not cap),,3,,
3061800046,421a (15 yr not cap),,3,,
3062020028,421a (15 yr not cap),,3,,
3062250025,421a (25 yr not cap,,3,,
3062360022,421a (15 yr not cap),,3,,
3062360023,421a (15 yr not cap),,3,,
3062360024,421a (15 yr not cap),,3,,
3062360079,421a (15 yr not cap),,3,,
3062360081,421a (15 yr not cap),,3,,
3062600056,421a (15 yr not cap),,3,,
3062600057,421a (15 yr not cap),,3,,
3062600058,421a (15 yr not cap),,3,,
3062610118,421a (15 yr not cap),,3,,
3062610119,421a (15 yr not cap),,3,,
3062770057,421a (15 yr not cap),,3,,
3062770058,421a (15 yr not cap),,3,,
3062890036,421a (15 yr not cap),,3,,
3062890037,421a (15 yr not cap),,3,,
3062890038,421a (15 yr not cap),,3,,
3062890039,421a (15 yr not cap),,3,,
3062890040,421a (15 yr not cap),,3,,
3063090004,421a (15 yr not cap),,3,,
3063090104,421a (15 yr not cap),,3,,
3063120020,421a (15 yr not cap),,3,,
3063130034,421a (15 yr not cap),,3,,
3063130036,421a (15 yr not cap),,3,,
3063160067,421a (15 yr not cap),,3,,
3063160069,421a (15 yr not cap),,3,,
3063320023,421a (15 yr not cap),,3,,
3063320025,421a (15 yr not cap),,3,,
3063320026,421a (15 yr not cap),,3,,
3063320027,421a (15 yr not cap),,3,,
3063330022,421a (15 yr not cap),,3,,
3063330024,421a (15 yr not cap),,3,,
3063330026,421a (15 yr not cap),,3,,
3063330027,421a (15 yr not cap),,3,,
3063350016,421a (15 yr not cap),,3,,
3063400029,421a (15 yr not cap),,3,,
