bbl,exemptions,registered_stabilized_apts,pluto_apts,estimated_gross_income,estimated_expenses
3021380108,421a (25 yr not cap,,6,89734,
3021460019,421a (25 yr not cap,,9,134600,
3022170052,421a (15 yr not cap),,10,122400,
3022360007,421a (15 yr not cap),,8,84875,
3022510002,421a (25 yr not cap,8,8,117000,
3022640001,421a (15 yr not cap),10,10,73500,
3023040031,421a (15 yr not cap),,8,88200,
3022700012,421a (25 yr not cap,12,14,451068,133046
3022890014,421a (15 yr not cap),142,142,207681,62205
3022910017,421a (15 yr not cap),42,42,444679,217152
3022980029,421a (15 yr not cap),20,0,29262,7209
3023040015,421a (15 yr not cap),23,23,51197,13008
3023050015,421a (15 yr not cap),,6,14632,3606
4018390025,421a (25 yr not cap,,3,,
4018390030,421a (25 yr not cap,,3,,
3023060001,421a (15 yr not cap),211,113,77724,19018
3023060015,421a (15 yr not cap),,64,107906,17871
4018390057,421a (25 yr not cap,,3,,
4018390058,421a (25 yr not cap,,3,,
4018390059,421a (25 yr not cap,,3,,
4018390062,421a (25 yr not cap,,3,,
4018390123,421a (25 yr not cap,,3,,
4018390124,421a (25 yr not cap,,3,,
4018400009,421a (25 yr not cap,,3,,
4018400010,421a (25 yr not cap,,3,,
4018400024,421a (25 yr not cap,,3,,
4018400025,421a (25 yr not cap,,3,,
3023060025,421a (15 yr not cap),,34,750645,218610
4017470172,421a (25 yr not cap,,3,,
4017480001,421a (25 yr not cap,,3,,
4017480016,421a (25 yr not cap,,4,,
4017480018,421a (25 yr not cap,,3,,
4017480019,421a (25 yr not cap,,3,,
4017480047,421a (25 yr not cap,,3,,
4017480048,421a (25 yr not cap,,3,,
4017480052,421a (25 yr not cap,,5,,
4017480053,421a (25 yr not cap,,5,,
4017480058,421a (25 yr not cap,,4,,
4017480059,421a (25 yr not cap,,4,,
4017480075,421a (25 yr not cap,,4,,
4017480079,421a (15 yr not cap),,3,,
4017480080,421a (15 yr not cap),,3,,
4017480082,421a (25 yr not cap,,3,,
4017480083,421a (25 yr not cap,,3,,
4017480084,421a (25 yr not cap,,3,,
4017480088,421a (25 yr not cap,,3,,
4017480089,421a (25 yr not cap,,3,,
4017480090,421a (25 yr not cap,,3,,
4017490032,421a (25 yr not cap,,3,,
4017490034,421a (25 yr not cap,,3,,
4017490040,421a (25 yr not cap,,3,,
4017490041,421a (25 yr not cap,,3,,
4017490042,421a (25 yr not cap,,3,,
4017490043,421a (25 yr not cap,,3,,
4017490047,421a (25 yr not cap,,3,,
4017490048,421a (25 yr not cap,,3,,
4017500003,421a (25 yr not cap,,3,,
4017500005,421a (25 yr not cap,,3,,
4017500006,421a (25 yr not cap,,3,,
4017510001,421a (25 yr not cap,,4,,
4017510002,421a (25 yr not cap,,4,,
4017510004,421a (25 yr not cap,,4,,
4017510005,421a (25 yr not cap,,3,,
4017510006,421a (25 yr not cap,,3,,
4017510047,421a (25 yr not cap,,4,,
4017510048,421a (25 yr not cap,,4,,
4017510049,421a (25 yr not cap,,4,,
4017510050,421a (25 yr not cap,,4,,
4017520005,421a (25 yr not cap,,3,,
4017520007,421a (25 yr not cap,,3,,
4017520024,421a (25 yr not cap,,3,,
4017520025,421a (25 yr not cap,,4,,
4017520026,421a (25 yr not cap,,4,,
4017520027,421a (25 yr not cap,,4,,
4017520030,421a (25 yr not cap,,4,,
4017520031,421a (25 yr not cap,,4,,
4017520032,421a (25 yr not cap,,4,,
4017520033,421a (25 yr not cap,,4,,
4017520034,421a (25 yr not cap,,4,,
4017530001,421a (25 yr not cap,,3,,
4017530006,421a (25 yr not cap,,3,,
4017530025,421a (25 yr not cap,,4,,
4017530028,421a (25 yr not cap,,4,,
4017530059,421a (15 yr not cap),,3,,
4017530060,421a (15 yr not cap),,3,,
4017530091,421a (25 yr not cap,,5,,
4017530092,421a (25 yr not cap,,5,,
4017530100,421a (25 yr not cap,,4,,
4017530102,421a (25 yr not cap,,4,,
4017530106,421a (25 yr not cap,,3,,
4017530107,421a (25 yr not cap,,3,,
4017530108,421a (25 yr not cap,,3,,
4017530110,421a (25 yr not cap,,3,,
4017530126,421a (25 yr not cap,,3,,
4017530127,421a (25 yr not cap,,3,,
4017530128,421a (25 yr not cap,,3,,
4017540053,421a (25 yr not cap,,3,,
4017540054,421a (25 yr not cap,,3,,
4017540056,421a (25 yr not cap,,3,,
4017540098,421a (25 yr not cap,,3,,
4017540099,421a (25 yr not cap,,3,,
4017540199,421a (25 yr not cap,,3,,
4017550055,421a (15 yr not cap),,3,,
4017550056,421a (15 yr not cap),,3,,
4017550057,421a (25 yr not cap,,4,,
4017550060,421a (25 yr not cap,,4,,
4017550061,421a (25 yr not cap,,4,,
4017550062,421a (25 yr not cap,,4,,
4017550067,421a (25 yr not cap,,4,,
4017550072,421a (25 yr not cap,,3,,
4017550078,421a (25 yr not cap,,3,,
4017550079,421a (25 yr not cap,,3,,
4017600054,421a (25 yr not cap,,3,,
4017600153,421a (25 yr not cap,,3,,
4017610026,421a (25 yr not cap,,3,,
3023050016,421a (15 yr not cap),,6,195090,
3023050017,421a (15 yr not cap),,6,195090,
3023130028,421a (15 yr not cap),,9,146603,
3023130029,421a (15 yr not cap),,9,208320,
3023140023,421a (15 yr not cap),,6,36270,
3023210033,421a (15 yr not cap),,5,54120,
3023260017,421a (15 yr not cap),,7,192300,
3023070001,421a (15 yr not cap),232,204,147378,43999
3023120022,421a (15 yr not cap),,6,11425,3378
3023170005,421a (15 yr not cap),62,62,2.7576e+06,689400
3023250024,421a (15 yr not cap),28,28,15365,4499
3023270019,421a (15 yr not cap),,18,62146,18779
4019440014,421a (25 yr not cap,,3,,
4019440084,421a (25 yr not cap,,3,,
4019440085,421a (25 yr not cap,,3,,
4019490081,421a (25 yr not cap,,3,,
4019490082,421a (25 yr not cap,,3,,
4019490083,421a (25 yr not cap,,3,,
4019500036,421a (25 yr not cap,,3,,
4019500037,421a (25 yr not cap,,3,,
4019500066,421a (25 yr not cap,,3,,
3023310007,421a (15 yr not cap),,8,14561,4390
4019510001,421a (25 yr not cap,,3,,
4019510002,421a (25 yr not cap,,3,,
4019510029,421a (25 yr not cap,,4,,
4019510054,421a (25 yr not cap,,4,,
4017610028,421a (25 yr not cap,,3,,
4017610052,421a (25 yr not cap,,3,,
4017610053,421a (25 yr not cap,,4,,
4017610152,421a (25 yr not cap,,3,,
4017610153,421a (25 yr not cap,,4,,
4017670001,421a (25 yr not cap,,3,,
4017670002,421a (25 yr not cap,,3,,
4017670003,421a (25 yr not cap,,3,,
4017670004,421a (25 yr not cap,,3,,
4017670005,421a (25 yr not cap,,3,,
4017670006,421a (25 yr not cap,,3,,
4017670007,421a (25 yr not cap,,3,,
4017670008,421a (25 yr not cap,,3,,
4017740013,421a (25 yr not cap,,3,,
4017740031,421a (25 yr not cap,,4,,
4017740033,421a (25 yr not cap,,4,,
4017740034,421a (25 yr not cap,,4,,
4017740035,421a (25 yr not cap,,4,,
4017740037,421a (25 yr not cap,,4,,
4017740038,421a (25 yr not cap,,4,,
4017740041,421a (25 yr not cap,,3,,
4017740112,421a (25 yr not cap,,3,,
4017740113,421a (25 yr not cap,,3,,
4017740140,421a (25 yr not cap,,3,,
4017740141,421a (25 yr not cap,,3,,
4017750019,421a (25 yr not cap,,4,,
4017750021,421a (25 yr not cap,,4,,
4017750022,421a (25 yr not cap,,4,,
4017750026,421a (25 yr not cap,,4,,
4017750027,421a (25 yr not cap,,4,,
4017750028,421a (25 yr not cap,,4,,
4017750030,421a (25 yr not cap,,4,,
4017750031,421a (25 yr not cap,,4,,
4017750048,421a (25 yr not cap,,4,,
4017750049,421a (25 yr not cap,,4,,
4017750119,421a (25 yr not cap,,4,,
4017750120,421a (25 yr not cap,,4,,
4017760011,421a (25 yr not cap,,3,,
4017760012,421a (25 yr not cap,,3,,
4017760015,421a (15 yr not cap),,3,,
4017760016,421a (15 yr not cap),,3,,
4017760033,421a (25 yr not cap,,4,,
4017760133,421a (25 yr not cap,,4,,
4017760134,421a (25 yr not cap,,4,,
4017760135,421a (25 yr not cap,,4,,
4017760137,421a (25 yr not cap,,4,,
4017770008,421a (15 yr not cap),,3,,
4017770010,421a (25 yr not cap,,4,,
4017770011,421a (25 yr not cap,,3,,
4017770012,421a (25 yr not cap,,3,,
4017770022,421a (25 yr not cap,,3,,
4017770023,421a (25 yr not cap,,3,,
4017780038,421a (25 yr not cap,,4,,
4017780039,421a (25 yr not cap,,4,,
4017810001,421a (25 yr not cap,,3,,
4017810037,421a (25 yr not cap,,3,,
4017830012,421a (25 yr not cap,,3,,
4017830108,421a (25 yr not cap,,3,,
4017830109,421a (25 yr not cap,,3,,
4017830110,421a (25 yr not cap,,3,,
4017830111,421a (25 yr not cap,,3,,
4017830112,421a (25 yr not cap,,3,,
4017830113,421a (25 yr not cap,,3,,
4017830114,421a (25 yr not cap,,3,,
4017850041,421a (25 yr not cap,,4,,
4017860006,421a (25 yr not cap,,4,,
4017860106,421a (25 yr not cap,,4,,
4018350040,421a (25 yr not cap,,3,,
4018350043,421a (25 yr not cap,,3,,
4018350068,421a (25 yr not cap,,3,,
4018350070,421a (25 yr not cap,,3,,
4018350074,421a (25 yr not cap,,3,,
4018350075,421a (25 yr not cap,,3,,
4018360107,421a (15 yr not cap),,3,,
4018360108,421a (15 yr not cap),,3,,
4018360127,421a (15 yr not cap),,3,,
4018360128,421a (15 yr not cap),,3,,
4018360129,421a (15 yr not cap),,3,,
4018370090,421a (15 yr not cap),,3,,
4018370091,421a (15 yr not cap),,3,,
4018370189,421a (15 yr not cap),,3,,
3023270037,421a (15 yr not cap),,5,78800,
3023290040,421a (15 yr not cap),8,7,102956,
3023420015,421a (15 yr not cap),,8,203609,
3023680033,421a (25 yr not cap,8,8,84875,
3023310008,421a (15 yr not cap),,8,13105,3292
3023410009,421a (25 yr not cap,34,235,335135,100057
3023440016,421a (15 yr not cap),16,18,34228,10022
3023490015,421a (15 yr not cap),86,86,3.8926e+06,1.36241e+06
3023490018,421a (15 yr not cap),20,20,47370,13105
3023710042,421a (25 yr not cap,,29,65726,19435
3023720001,421a (25 yr not cap,,14,37407,8955
3023720005,421a (25 yr not cap,,29,772411,272138
3023720020,421a (25 yr not cap,,11,10386,2559
3023720021,421a (25 yr not cap,46,14,40899,14385
4020040028,421a (25 yr not cap,,3,,
4020040029,421a (25 yr not cap,,3,,
3023720023,421a (25 yr not cap,,11,184673,63709
4020050013,421a (25 yr not cap,,3,,
3023720024,421a (25 yr not cap,,47,1.26907e+06,492776
4020050033,421a (25 yr not cap,,3,,
4020050034,421a (25 yr not cap,,3,,
4020050062,421a (25 yr not cap,,4,,
4020050065,421a (25 yr not cap,,4,,
4020050067,421a (25 yr not cap,,4,,
4020050068,421a (25 yr not cap,,4,,
4020050079,421a (25 yr not cap,,3,,
4020050080,421a (25 yr not cap,,3,,
4020050081,421a (25 yr not cap,,3,,
4018370191,421a (15 yr not cap),,3,,
4018370193,421a (15 yr not cap),,3,,
4018380035,421a (25 yr not cap,,3,,
4018380036,421a (25 yr not cap,,3,,
4018380075,421a (25 yr not cap,,3,,
4018380076,421a (25 yr not cap,,3,,
4018380078,421a (25 yr not cap,,3,,
4018380079,421a (25 yr not cap,,3,,
4018380135,421a (25 yr not cap,,3,,
4018380136,421a (25 yr not cap,,3,,
4018380137,421a (25 yr not cap,,3,,
4018390024,421a (25 yr not cap,,3,,
4018510029,421a (25 yr not cap,,3,,
4018510030,421a (25 yr not cap,,3,,
4018510031,421a (25 yr not cap,,3,,
4018510032,421a (25 yr not cap,,3,,
4018510033,421a (25 yr not cap,,3,,
4018510034,421a (25 yr not cap,,3,,
4018530069,421a (25 yr not cap,,4,,
4018530071,421a (25 yr not cap,,3,,
4018540001,421a (25 yr not cap,,3,,
4018540002,421a (25 yr not cap,,3,,
4018550071,421a (25 yr not cap,,3,,
4018550072,421a (25 yr not cap,,3,,
4018550073,421a (25 yr not cap,,3,,
4018550075,421a (15 yr not cap),,3,,
4018570026,421a (25 yr not cap,,3,,
4018570029,421a (25 yr not cap,,3,,
4018680026,421a (25 yr not cap,,4,,
4018680027,421a (25 yr not cap,,4,,
4018680028,421a (25 yr not cap,,5,,
4018680029,421a (25 yr not cap,,5,,
4018770052,421a (25 yr not cap,,3,,
4018770053,421a (25 yr not cap,,3,,
4018770055,421a (25 yr not cap,,3,,
4018780124,421a (25 yr not cap,,4,,
4018790053,421a (25 yr not cap,,3,,
4018790055,421a (25 yr not cap,,3,,
4018890030,421a (25 yr not cap,,3,,
4018890031,421a (25 yr not cap,,3,,
4018920082,421a (25 yr not cap,,4,,
4018960049,421a (25 yr not cap,,3,,
4018960147,421a (25 yr not cap,,3,,
4018960148,421a (25 yr not cap,,3,,
4019050039,421a (25 yr not cap,,3,,
4019050040,421a (25 yr not cap,,3,,
4019070016,421a (25 yr not cap,,3,,
4019070017,421a (25 yr not cap,,3,,
4019070018,421a (25 yr not cap,,3,,
4019070019,421a (25 yr not cap,,3,,
4019070020,421a (25 yr not cap,,3,,
4019070021,421a (25 yr not cap,,3,,
4019070022,421a (25 yr not cap,,3,,
4019260007,421a (25 yr not cap,,3,,
4019260008,421a (25 yr not cap,,3,,
4019260034,421a (25 yr not cap,,3,,
4019260036,421a (25 yr not cap,,3,,
4019280037,421a (25 yr not cap,,3,,
4019280039,421a (25 yr not cap,,3,,
4019280047,421a (25 yr not cap,,3,,
4019290067,421a (25 yr not cap,,3,,
4019290069,421a (25 yr not cap,,3,,
4019290167,421a (25 yr not cap,,3,,
4019300018,421a (25 yr not cap,,3,,
4019300019,421a (25 yr not cap,,3,,
4019310023,421a (25 yr not cap,,3,,
4019330028,421a (25 yr not cap,,3,,
4019330050,421a (25 yr not cap,,3,,
4019330052,421a (25 yr not cap,,3,,
4019330068,421a (25 yr not cap,,3,,
4019340006,421a (25 yr not cap,,3,,
4019340035,421a (25 yr not cap,,3,,
4019340040,421a (25 yr not cap,,3,,
4019350019,421a (25 yr not cap,,3,,
4019350038,421a (25 yr not cap,,3,,
4019350039,421a (25 yr not cap,,3,,
4019390020,421a (25 yr not cap,,3,,
4019390027,421a (25 yr not cap,,3,,
4019390029,421a (25 yr not cap,,3,,
4019390037,421a (25 yr not cap,,3,,
4019390038,421a (25 yr not cap,,3,,
4019390040,421a (25 yr not cap,,3,,
4019390120,421a (25 yr not cap,,3,,
4019390127,421a (25 yr not cap,,3,,
4019390128,421a (25 yr not cap,,3,,
4019400003,421a (25 yr not cap,,3,,
4019400005,421a (25 yr not cap,,3,,
4019400008,421a (25 yr not cap,,3,,
4019400017,421a (25 yr not cap,,4,,
4019400018,421a (25 yr not cap,,5,,
4019400103,421a (25 yr not cap,,3,,
3023830016,421a (25 yr not cap,7,7,104288,
3023830028,421a (25 yr not cap,7,7,75600,
3023870033,421a (25 yr not cap,,8,105999,
3023940030,421a (25 yr not cap,,8,115200,
3023960012,421a (25 yr not cap,,5,69432,
3024040018,421a (15 yr not cap),,8,0,
3023750016,421a (25 yr not cap,,47,87364,21526
3023780011,421a (25 yr not cap,46,46,92897,27467
3023800017,421a (15 yr not cap),,9,18377,4572
3023870007,421a (25 yr not cap,42,42,1.3832e+06,470400
3023870018,421a (25 yr not cap,,7,40967,21520
3023920008,421a (25 yr not cap,,14,28638,8551
4024660044,421a (15 yr not cap),,3,,
4024660045,421a (15 yr not cap),,3,,
4024710043,421a (15 yr not cap),,4,,
4024720076,421a (25 yr not cap,,3,,
4024720077,421a (25 yr not cap,,3,,
4024720179,421a (25 yr not cap,,3,,
4024720180,421a (25 yr not cap,,3,,
4024730067,421a (25 yr not cap,,3,,
4019400105,421a (25 yr not cap,,3,,
4019400108,421a (25 yr not cap,,3,,
4019410005,421a (25 yr not cap,,3,,
4019410006,421a (25 yr not cap,,4,,
4019410026,421a (25 yr not cap,,5,,
4019410047,421a (25 yr not cap,,4,,
4019410048,421a (25 yr not cap,,5,,
4019410049,421a (25 yr not cap,,5,,
4019410067,421a (25 yr not cap,,3,,
4019410147,421a (25 yr not cap,,5,,
4019420088,421a (25 yr not cap,,3,,
4019420089,421a (25 yr not cap,,3,,
4019430007,421a (25 yr not cap,,3,,
4019430009,421a (25 yr not cap,,3,,
4019430020,421a (25 yr not cap,,4,,
4019430021,421a (25 yr not cap,,3,,
4019430044,421a (25 yr not cap,,4,,
4019430045,421a (25 yr not cap,,4,,
4019430066,421a (25 yr not cap,,3,,
4019430067,421a (25 yr not cap,,3,,
4019510055,421a (25 yr not cap,,4,,
4019510056,421a (25 yr not cap,,4,,
4019510057,421a (25 yr not cap,,4,,
4019520001,421a (25 yr not cap,,3,,
4019560039,421a (25 yr not cap,,3,,
4019560040,421a (25 yr not cap,,3,,
4019560041,421a (25 yr not cap,,5,,
4019560042,421a (25 yr not cap,,5,,
4019570040,421a (25 yr not cap,,3,,
4019570041,421a (25 yr not cap,,3,,
4019590031,421a (25 yr not cap,,3,,
4019600005,421a (25 yr not cap,,3,,
4019610012,421a (25 yr not cap,,3,,
4019620008,421a (25 yr not cap,,3,,
4019620009,421a (25 yr not cap,,3,,
4019620011,421a (25 yr not cap,,3,,
4019620012,421a (25 yr not cap,,3,,
4019620014,421a (25 yr not cap,,3,,
4019620018,421a (25 yr not cap,,3,,
4019620019,421a (25 yr not cap,,3,,
4019620119,421a (25 yr not cap,,3,,
4019660024,421a (25 yr not cap,,5,,
4019660064,421a (25 yr not cap,,4,,
4019660066,421a (25 yr not cap,,5,,
4019660122,421a (25 yr not cap,,5,,
4019660126,421a (25 yr not cap,,5,,
4019680001,421a (25 yr not cap,,4,,
4019710017,421a (25 yr not cap,,3,,
4019710019,421a (25 yr not cap,,3,,
4019740033,421a (25 yr not cap,,3,,
4019740034,421a (25 yr not cap,,3,,
4019740036,421a (25 yr not cap,,3,,
4019740037,421a (25 yr not cap,,3,,
4019740038,421a (25 yr not cap,,3,,
4019740040,421a (25 yr not cap,,3,,
4019800061,421a (25 yr not cap,,3,,
4019800064,421a (25 yr not cap,,3,,
4019810042,421a (25 yr not cap,,3,,
4019810069,421a (25 yr not cap,,3,,
4019810070,421a (25 yr not cap,,3,,
4019810073,421a (25 yr not cap,,3,,
4019810074,421a (25 yr not cap,,3,,
4019810142,421a (25 yr not cap,,3,,
4019810143,421a (25 yr not cap,,3,,
4019810144,421a (25 yr not cap,,3,,
4019820016,421a (25 yr not cap,,3,,
4019820017,421a (25 yr not cap,,3,,
4019820025,421a (25 yr not cap,,3,,
4019850052,421a (25 yr not cap,,3,,
4019850057,421a (25 yr not cap,,3,,
4019850064,421a (25 yr not cap,,3,,
4019850065,421a (25 yr not cap,,3,,
4019860074,421a (25 yr not cap,,3,,
4019860075,421a (25 yr not cap,,3,,
4019870063,421a (25 yr not cap,,3,,
4019870163,421a (25 yr not cap,,3,,
4019890084,421a (25 yr not cap,,4,,
4019890090,421a (25 yr not cap,,4,,
4019890092,421a (25 yr not cap,,4,,
4019900035,421a (25 yr not cap,,3,,
4019910078,421a (25 yr not cap,,3,,
4019910079,421a (25 yr not cap,,3,,
4019910086,421a (25 yr not cap,,3,,
4019910087,421a (25 yr not cap,,3,,
4019930089,421a (25 yr not cap,,3,,
4019930090,421a (25 yr not cap,,3,,
4019930091,421a (25 yr not cap,,3,,
4019990015,421a (25 yr not cap,,3,,
4019990017,421a (25 yr not cap,,3,,
4019990018,421a (25 yr not cap,,3,,
4019990020,421a (25 yr not cap,,3,,
4019990021,421a (25 yr not cap,,3,,
4019990035,421a (25 yr not cap,,3,,
4019990071,421a (25 yr not cap,,3,,
4019990072,421a (25 yr not cap,,3,,
3024040020,421a (15 yr not cap),8,8,0,
3024040021,421a (15 yr not cap),8,8,0,
3024090016,421a (25 yr not cap,,9,190906,
3024170041,421a (25 yr not cap,7,7,126336,
3024170042,421a (25 yr not cap,7,7,126336,
3024170043,421a (25 yr not cap,7,7,126336,
3024090014,421a (25 yr not cap,,4,16470,4800
3024090117,421a (25 yr not cap,,10,31407,9377
4029190030,421a (15 yr not cap),,3,,
4029190031,421a (15 yr not cap),,3,,
4029190033,421a (15 yr not cap),,3,,
4029190037,421a (15 yr not cap),,3,,
4029190039,421a (15 yr not cap),,3,,
4029190040,421a (15 yr not cap),,3,,
4029190041,421a (15 yr not cap),,3,,
4029190045,421a (15 yr not cap),,3,,
4029190046,421a (15 yr not cap),,3,,
4029190052,421a (15 yr not cap),,3,,
4019990073,421a (25 yr not cap,,3,,
4019990074,421a (25 yr not cap,,3,,
4019990075,421a (25 yr not cap,,3,,
4019990116,421a (25 yr not cap,,3,,
4019990135,421a (25 yr not cap,,3,,
4019990136,421a (25 yr not cap,,3,,
4020010027,421a (25 yr not cap,,3,,
4020010028,421a (25 yr not cap,,3,,
4020050083,421a (25 yr not cap,,3,,
4020050084,421a (25 yr not cap,,3,,
4020060010,421a (25 yr not cap,,3,,
4020060035,421a (25 yr not cap,,3,,
4020060136,421a (25 yr not cap,,3,,
4020070086,421a (25 yr not cap,,3,,
4020070087,421a (25 yr not cap,,3,,
4020080001,421a (25 yr not cap,,3,,
4020080003,421a (25 yr not cap,,3,,
4020080004,421a (25 yr not cap,,3,,
4020080006,421a (25 yr not cap,,3,,
4020080015,421a (25 yr not cap,,3,,
4020080016,421a (25 yr not cap,,3,,
4020080052,421a (25 yr not cap,,3,,
4020080053,421a (25 yr not cap,,3,,
4020080056,421a (25 yr not cap,,3,,
4020080057,421a (25 yr not cap,,3,,
4020090038,421a (25 yr not cap,,3,,
4020090039,421a (25 yr not cap,,3,,
4020090041,421a (25 yr not cap,,3,,
4020090065,421a (25 yr not cap,,3,,
4020090067,421a (25 yr not cap,,3,,
4020090069,421a (25 yr not cap,,3,,
4020090141,421a (25 yr not cap,,3,,
4020110023,421a (25 yr not cap,,3,,
4020110025,421a (25 yr not cap,,3,,
4020110032,421a (25 yr not cap,,3,,
4020110033,421a (25 yr not cap,,3,,
4020110037,421a (25 yr not cap,,4,,
4020160074,421a (25 yr not cap,,3,,
4020160075,421a (25 yr not cap,,3,,
4020160076,421a (25 yr not cap,,3,,
4020160077,421a (25 yr not cap,,3,,
4020160078,421a (25 yr not cap,,3,,
4020160079,421a (25 yr not cap,,3,,
4020160080,421a (25 yr not cap,,3,,
4020160081,421a (25 yr not cap,,3,,
4020160082,421a (25 yr not cap,,3,,
4020160083,421a (25 yr not cap,,3,,
4020160084,421a (25 yr not cap,,3,,
4020160085,421a (25 yr not cap,,3,,
4020160179,421a (25 yr not cap,,3,,
4021070022,421a (15 yr not cap),,3,,
4021070023,421a (15 yr not cap),,3,,
4021070057,421a (15 yr not cap),,3,,
4021100021,421a (15 yr not cap),,3,,
4021100022,421a (15 yr not cap),,3,,
4021100024,421a (15 yr not cap),,3,,
4021100029,421a (15 yr not cap),,3,,
4021860118,421a (15 yr not cap),,3,,
4021860119,421a (15 yr not cap),,3,,
4021860121,421a (15 yr not cap),,3,,
4022930027,421a (15 yr not cap),,4,,
4023180068,421a (15 yr not cap),,3,,
4023180069,421a (15 yr not cap),,3,,
4023190005,421a (15 yr not cap),,3,,
4023190006,421a (15 yr not cap),,3,,
4023200044,421a (15 yr not cap),,3,,
4023200045,421a (15 yr not cap),,3,,
4023200046,421a (15 yr not cap),,3,,
4023250059,421a (15 yr not cap),,3,,
4023250060,421a (15 yr not cap),,3,,
4023270039,421a (15 yr not cap),,3,,
4023270040,421a (15 yr not cap),,3,,
4023270041,421a (15 yr not cap),,3,,
4023270042,421a (15 yr not cap),,3,,
4023570001,421a (15 yr not cap),,3,,
4023570058,421a (15 yr not cap),,3,,
4023860002,421a (15 yr not cap),,3,,
4023880041,421a (15 yr not cap),,3,,
4023880042,421a (15 yr not cap),,3,,
4023890014,421a (15 yr not cap),,3,,
4024210009,421a (15 yr not cap),,3,,
4024240001,421a (15 yr not cap),,3,,
4024240032,421a (15 yr not cap),,3,,
4024270014,421a (15 yr not cap),,3,,
4024270016,421a (15 yr not cap),,3,,
4024470005,421a (15 yr not cap),,3,,
4024470006,421a (15 yr not cap),,3,,
4024470007,421a (15 yr not cap),,3,,
4024470008,421a (15 yr not cap),,3,,
4024470010,421a (15 yr not cap),,3,,
4024590006,421a (15 yr not cap),,3,,
4024590008,421a (15 yr not cap),,3,,
3024170044,421a (25 yr not cap,7,7,136836,
3024310019,421a (25 yr not cap,7,7,89611,
3024320001,421a (15 yr not cap),,8,98150,
3024320002,421a (15 yr not cap),,8,98150,
3024640030,421a (25 yr not cap,9,10,182383,
3024640032,421a (25 yr not cap,9,10,181044,
3024420001,421a (15 yr not cap),88,88,294279,33339
3024420011,421a (15 yr not cap),33,33,78129,15431
3024430023,421a (25 yr not cap,,20,633542,322824
3024820026,421a (25 yr not cap,210,210,220861,51306
4037720033,421a (15 yr not cap),,3,,
4037720130,421a (15 yr not cap),,3,,
4037720131,421a (15 yr not cap),,3,,
4037770034,421a (15 yr not cap),,3,,
4037800049,421a (15 yr not cap),,3,,
4037800050,421a (15 yr not cap),,3,,
4037880151,421a (15 yr not cap),,3,,
4037940029,421a (15 yr not cap),,3,,
4037940128,421a (15 yr not cap),,3,,
4037940228,421a (15 yr not cap),,3,,
4024590033,421a (15 yr not cap),,3,,
4024590035,421a (15 yr not cap),,3,,
4024600046,421a (15 yr not cap),,3,,
4024600047,421a (15 yr not cap),,3,,
4024600049,421a (15 yr not cap),,3,,
4024600051,421a (15 yr not cap),,3,,
4024600053,421a (15 yr not cap),,3,,
4024730068,421a (25 yr not cap,,3,,
4024730070,421a (25 yr not cap,,3,,
4024730072,421a (25 yr not cap,,3,,
4024730169,421a (25 yr not cap,,3,,
4024750051,421a (25 yr not cap,,4,,
4024750151,421a (25 yr not cap,,3,,
4024770004,421a (25 yr not cap,,3,,
4024770028,421a (25 yr not cap,,3,,
4024770030,421a (25 yr not cap,,3,,
4024770031,421a (25 yr not cap,,3,,
4024770033,421a (25 yr not cap,,3,,
4024770034,421a (25 yr not cap,,3,,
4024770035,421a (25 yr not cap,,3,,
4024770037,421a (25 yr not cap,,3,,
4024770038,421a (25 yr not cap,,3,,
4024770039,421a (25 yr not cap,,3,,
4024770040,421a (25 yr not cap,,3,,
4024770041,421a (25 yr not cap,,3,,
4024770042,421a (25 yr not cap,,3,,
4024770043,421a (25 yr not cap,,3,,
4024770044,421a (25 yr not cap,,3,,
4024770045,421a (25 yr not cap,,3,,
4024820054,421a (15 yr not cap),,3,,
4024820056,421a (15 yr not cap),,3,,
4026410017,421a (15 yr not cap),,3,,
4026410018,421a (15 yr not cap),,3,,
4026410019,421a (15 yr not cap),,3,,
4026980049,421a (15 yr not cap),,3,,
4026980050,421a (15 yr not cap),,3,,
4026980055,421a (15 yr not cap),,3,,
4026980056,421a (15 yr not cap),,3,,
4026980057,421a (15 yr not cap),,3,,
4026980058,421a (15 yr not cap),,3,,
4026980148,421a (15 yr not cap),,3,,
4026980157,421a (15 yr not cap),,3,,
4027120038,421a (15 yr not cap),,3,,
4027120137,421a (15 yr not cap),,3,,
4027340010,421a (15 yr not cap),,3,,
4027340112,421a (15 yr not cap),,3,,
4027670012,421a (15 yr not cap),,3,,
4027670013,421a (15 yr not cap),,3,,
4027670014,421a (15 yr not cap),,3,,
4027670016,421a (15 yr not cap),,3,,
4027670017,421a (15 yr not cap),,3,,
4027920013,421a (15 yr not cap),,3,,
4028120053,421a (15 yr not cap),,3,,
4028120054,421a (15 yr not cap),,3,,
4028120055,421a (15 yr not cap),,3,,
4028130010,421a (15 yr not cap),,3,,
4028150062,421a (15 yr not cap),,3,,
4028150063,421a (15 yr not cap),,3,,
4028190086,421a (15 yr not cap),,3,,
4028190089,421a (15 yr not cap),,3,,
4028190186,421a (15 yr not cap),,3,,
4028190187,421a (15 yr not cap),,3,,
4028300004,421a (15 yr not cap),,3,,
4028470024,421a (15 yr not cap),,3,,
4028470026,421a (15 yr not cap),,3,,
